Name,Link,Categories,Pricing,Platforms,Tags,Description
Blender,https://www.blender.org/,"Model, Sculpt, Texture, Animate, Render",Free,"Windows, Mac, Linux",,"Blender is the free and open source 3D creation suite. It supports the entirety of the 3D pipeline—modeling, rigging, animation, simulation, rendering, compositing and motion tracking, video editing and 2D animation pipeline."
Autodesk 3ds Max,https://www.autodesk.com/products/3ds-max/overview,"Model, Texture, Animate, Render","Trial, Subscription",Windows,,"3ds Max is software for 3D modeling, animation, rendering, and visualization. Create stunning game environments, design visualizations, and virtual reality experiences."
Autodesk Maya,https://www.autodesk.com/products/maya/overview,"Model, Texture, Animate, Render","Trial, Subscription","Windows, Mac, Linux",,"Maya is 3D computer animation software with powerful modeling, rendering, simulation, texturing, and animation tools for artists, modelers, and animators."
Autodesk Mudbox,https://www.autodesk.com/products/mudbox/overview,"Model, Sculpt, Texture","Trial, Subscription","Windows, Mac, Linux",,Autodesk Mudbox 3d digital sculpting and texture painting software provides 3D artists with an intuitive toolset for creating highly detailed 3D geometry and textures.
Autodesk Arnold,https://www.autodesk.com/products/arnold/overview,"Render, VFX","Trial, Subscription","Windows, Mac, Linux",,"Arnold global illumination rendering software can be used in Maya, 3ds Max, Houdini, Cinema 4D, and Katana software. Arnold is easy to use and memory-efficient."
Cinema 4D,https://www.maxon.net/en-us/products/cinema-4d/overview/,"Model, Sculpt, Texture, Animate, Render","Trial, Subscription, Paid","Windows, Mac",,"Easy to learn and extremely powerful: Cinema 4D is the perfect package for all 3D artists who want to achieve breathtaking results fast and hassle-free. Beginners and seasoned professionals alike can take advantage of Cinema 4D’s wide range of tools and features to quickly achieve stunning results. Cinema 4D’s legendary reliability also makes it the perfect application for demanding, fast-paced 3D production."
Houdini,https://www.sidefx.com/products/houdini/,"Model, Texture, Animate, Render, VFX, Terrain, Cloth, Hair","Free, Subscription, License","Windows, Mac, Linux",,"Houdini is built from the ground up to be a procedural system that empowers artists to work freely, create multiple iterations and rapidly share workflows with colleagues."
Microsoft 3D Paint,https://support.microsoft.com/en-us/help/4014938/windows-10-basic-3d-modeling,Model,Free,Windows,,Learn to get started making basic 3D objects in Paint 3D.
Unity Pro Builder,https://unity3d.com/unity/features/worldbuilding/probuilder,"Model, Texture",Free,"Windows, Mac, Linux",Unity Plugin,"Design, prototype and play test rapidly your levels right in Unity with our ProBuilder tool."
Unity Polybrush,https://unity3d.com/unity/features/worldbuilding/polybrush,"Sculpt, Texture, Paint",Free,"Windows, Mac, Linux",Unity Plugin,"Learn about the many features of Polybrush, which lets you blend textures and colors, sculpt meshes, and scatter objects in the Unity Editor. It's now part of Unity, with ProBuilder and ProGrids."
LightWave 3D,https://www.lightwave3d.com/,"Model, Texture, Animate, Render","Trial, Paid","Windows, Mac",,"When time is short and the job impossible, LightWave simply delivers. Workflow enhancements and powerful new tools solve your animation and design challenges and streamline your creative process. Direct and robust, LightWave serves the artist first, for visual effects, motion graphics, game development, architectural visualization, product design and advertising."
Foundry Modo,https://www.foundry.com/products/modo,"Model, Texture, Render","Trial, Paid, Subscription","Windows, Mac, Linux",,"Modo by Foundry brings you the next generation of 3D modeling, texturing and rendering tools in a powerful integrated software package."
Foundry Mari,https://www.foundry.com/products/mari,"Texture, Paint","Trial, Paid, Subscription","Windows, Mac, Linux",,"Foundry's cutting-edge 3D paint tool, Mari gives you a fluid & flexible way to paint directly onto 3D models. Visit us online today to find out more."
Wings 3D,http://www.wings3d.com/,"Model, Texture",Free,"Windows, Mac, Linux",,Wings 3D is an advanced subdivision modeler that is both powerful and easy to use.
ZBrush,http://pixologic.com/,"Model, Sculpt, Texture, Paint","Trial, Paid, Subscription","Windows, Mac",,ZBrush introduces dynamic new features that are sure to revolutionize your digital sculpting workflow.
ZBrush Core,http://zbrushcore.com/,"Model, Sculpt, Texture, Paint","Paid, Subscription","Windows, Mac",,"Take the leap into 3D graphics with ZBrushCore! From the makers of ZBrush, the world's leading digital sculpting application."
ZBrushCoreMini,https://zbrushcore.com/mini/,"Model, Sculpt, Texture, Paint",Free,"Windows, Mac",,"Free digital sculpting software from the makers of ZBrush, the world's leading digital sculpting application."
3D Coat,https://3dcoat.com/features/,"Sculpt, Paint, Texture","Trial, Paid","Windows, Mac, Linux",,"PBR Texturing, Sculpting, Retopo and other features 3D-Coat offers."
Teya Conceptor,http://polybrush.org/try/,Model,Free,"Windows, Mac, Linux",,Simple software for 3d kitbashing and fast modeling.
bforartists (UI Focused Blender),https://bforartists.de/,"Model, Sculpt, Animate, Texture, Render",Free,"Windows, Mac, Linux",,Bforartists is a fork of the popluar open source 3D software Blender. The primary goal of the Bforartists fork is to deliver a better graphical UI and a better usability. This means a complete switch in the usage philosophy. Away from the hotkey and speed centered usage. Towards a user friendly and intuitive graphical UI.
Dilay,https://abau.org/dilay/,Sculpt,Free,"Windows, Linux",,Dilay - a 3D sculpting application.
SculptGL,https://stephaneginier.com/sculptgl/,"Sculpt, Paint, Render",Free,Web,,SculptGL is a small sculpting application powered by JavaScript and webGL.
Daz Studio,https://www.daz3d.com/,"Model, Human, Paint, Animate, Render","Free, Paid","Windows, Mac",,"Daz 3D, 3D Models, 3D Animation, 3D Software."
Reallusion iClone,https://www.reallusion.com/iclone/,"Animate, Render","Trial, Paid",Windows,,"iClone is the software for real-time 3D animation, blending character creation, scene design, and cinematic storytelling into a real-time engine."
Reallusion Character Creator,https://www.reallusion.com/character-creator/,"Model, Human, Animate","Trial, Paid",Windows,,"Character Creator, the universal 3D character creation platform, connects industry leading pipelines into one system for character generation, animation, rendering, and interactive design."
MakeHuman,http://www.makehumancommunity.org/,"Model, Human",Free,"Windows, Mac",,Open Source tool for making 3D characters.
Marvelous Designer,https://www.marvelousdesigner.com/,"3D Clothing, Texture","Trial, Paid, Subscription, License","Windows, Mac",,Marvelous Designer / 3D Design & Entertainment Software. It is used as a 3D modeling tool to create high-resolution 3D clothes such as intricately pleated dresses and rugged uniforms. It allows you to enhance quality of 3D clothes and save your time.
Moka Studio Mosketch,https://mokastudio.com/mosketch/,Animate,"Trial, Paid","Windows, Mac",,Quick and Easy 3D Character Animation.
Akeytsu,https://www.nukeygara.com/,Animate,"Trial, Subscription, Paid",Windows,,"The dedicated animation toolset bringing creativity back into your workflow. Designed by and for animators, akeytsu is the most accessible and effective rigging and animation software to breath life into your 3D characters."
Cascadeur,https://cascadeur.com/,Animate,Free,"Windows, Mac",,"Make realistic 3D animation from scratch or improve mocap, all while retaining full control over the results. A standalone software for creating keyframe animation of 3D characters, humanoid or otherwise. Free for early adopters."
Popcorn FX,https://www.popcornfx.com/,VFX,"Free, Subscription","Windows, Linux",,"Multi-platform & cross engine for games, films & AR/VR/MR. No need to adapt your stack and environment to our tailor-made middleware. PopcornFX is the perfect solution for all the technical & FX artists who want to create particle effects."
Substance Painter,https://www.substance3d.com/products/substance-painter/,"Texture, Paint","Trial, Paid, Subscription","Windows, Mac, Linux",,"Paint in 3D in real time. Substance Painter has smart materials, smart masks and integrated bakers, and a state of the art real-time viewport."
Quixel Mixer,https://quixel.com/mixer,"Texture, Paint",Free,"Windows, Mac",,"Simple and quick creation of anything you can imagine. Create photorealistic, tileable, materials in seconds with powerful mixing and painting. Free while software is in Beta."
